epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,1734.83,0.89936,0.84654,1.15757,0.65274,0.48202,0.54535,0.32759,1.45097,1.59711,1.59405,0.000388844,0.000388844,0.000388844
25,1807.65,0.9188,0.83119,1.16942,0.64683,0.53054,0.53377,0.31334,1.50187,1.65677,1.64033,0.000374707,0.000374707,0.000374707
26,1878,0.90114,0.82852,1.15129,0.68442,0.51809,0.56914,0.34287,1.48654,1.59373,1.62897,0.00036057,0.00036057,0.00036057
27,1948.62,0.8763,0.81965,1.14255,0.71932,0.54673,0.60123,0.35644,1.48856,1.41527,1.63621,0.000346433,0.000346433,0.000346433
28,2019.21,0.88422,0.78098,1.13038,0.69433,0.54887,0.58907,0.35607,1.44545,1.47564,1.6142,0.000332296,0.000332296,0.000332296
29,2093.17,0.82762,0.75398,1.12048,0.7577,0.51487,0.59402,0.35373,1.46931,1.52685,1.62597,0.000318158,0.000318158,0.000318158
30,2166.15,0.85658,0.76174,1.12476,0.72874,0.55835,0.60976,0.34993,1.48698,1.45733,1.63554,0.000304021,0.000304021,0.000304021
31,2238.04,0.82672,0.71204,1.12355,0.71274,0.53922,0.60179,0.3422,1.4547,1.46523,1.63711,0.000289884,0.000289884,0.000289884
32,2310.46,0.82049,0.75308,1.12125,0.72154,0.52059,0.57616,0.3367,1.41077,1.53705,1.57742,0.000275747,0.000275747,0.000275747
33,2382.15,0.80545,0.68076,1.09949,0.73387,0.55284,0.6071,0.34706,1.3849,1.40687,1.53136,0.00026161,0.00026161,0.00026161
34,2453.28,0.78395,0.69206,1.08652,0.73595,0.53477,0.60509,0.35064,1.41295,1.32197,1.54509,0.000247472,0.000247472,0.000247472
35,2527.5,0.76511,0.65548,1.08008,0.70558,0.59334,0.62851,0.3687,1.38533,1.28933,1.5111,0.000233335,0.000233335,0.000233335
36,2601.56,0.77564,0.72251,1.10201,0.76468,0.57833,0.63884,0.37303,1.36348,1.2794,1.49563,0.000219198,0.000219198,0.000219198
37,2673.69,0.7636,0.64451,1.06361,0.79853,0.59612,0.6625,0.38849,1.35466,1.29387,1.48824,0.000205061,0.000205061,0.000205061
38,2748.03,0.71899,0.62251,1.06996,0.78708,0.57004,0.65554,0.38745,1.39262,1.2838,1.54327,0.000190924,0.000190924,0.000190924
39,2820.29,0.73631,0.64755,1.07128,0.84131,0.55556,0.65213,0.39817,1.3867,1.32179,1.53906,0.000176786,0.000176786,0.000176786
40,2892.29,0.73206,0.64258,1.0678,0.8469,0.57384,0.66312,0.3944,1.37432,1.29664,1.5285,0.000162649,0.000162649,0.000162649
41,2963.46,0.71896,0.57252,1.0702,0.89836,0.55217,0.67199,0.39182,1.38846,1.29273,1.54291,0.000148512,0.000148512,0.000148512
42,3033.76,0.66587,0.54065,1.02555,0.86584,0.58945,0.6824,0.3907,1.41842,1.26687,1.5726,0.000134375,0.000134375,0.000134375
43,3104.68,0.69096,0.55997,1.05359,0.91057,0.58251,0.68356,0.3855,1.40219,1.24482,1.56365,0.000120238,0.000120238,0.000120238
44,3175.7,0.6427,0.53814,1.02756,0.88214,0.59324,0.69326,0.39629,1.38514,1.23503,1.53771,0.0001061,0.0001061,0.0001061
45,3248.27,0.61433,0.49674,0.9852,0.87663,0.59944,0.71139,0.40563,1.38528,1.21309,1.53485,9.19632e-05,9.19632e-05,9.19632e-05
46,3320.91,0.61192,0.49258,1.0045,0.821,0.63381,0.71492,0.40391,1.36498,1.19805,1.51895,7.7826e-05,7.7826e-05,7.7826e-05
47,3392.14,0.63838,0.48602,1.0139,0.75976,0.69701,0.72827,0.41632,1.35025,1.17821,1.51411,6.36888e-05,6.36888e-05,6.36888e-05
48,3463.98,0.58215,0.4598,0.99187,0.7927,0.65378,0.72117,0.41524,1.3383,1.17269,1.50772,4.95516e-05,4.95516e-05,4.95516e-05
49,3534.89,0.58659,0.45641,0.96869,0.80728,0.67939,0.72784,0.42238,1.33168,1.15814,1.51273,3.54144e-05,3.54144e-05,3.54144e-05
50,3605.97,0.57584,0.43113,0.97256,0.80641,0.67834,0.72981,0.42693,1.32357,1.15428,1.51078,2.12772e-05,2.12772e-05,2.12772e-05
